Bruno Möller;;UCT2j6UngUU9_VqedPPs-Meg;;https://www.youtube.com/channel/UCT2j6UngUU9_VqedPPs-Meg;;952;;Welcome to Croatia Vice Versa;;diaspora
Podcast Turizam24 ;;UC3aUDgP7MwQuHxedh7cNwSA;;https://www.youtube.com/channel/UC3aUDgP7MwQuHxedh7cNwSA;;234;;Hrvatska ambasada u Australiji se nalazi na najelitnijem mogućem mjestu;;diaspora
Jetoff ai;;UC-QMCtM1SxCVvjt-IP58CuA;;https://www.youtube.com/channel/UC-QMCtM1SxCVvjt-IP58CuA;;8345;;Croatia vs Slovenia: The Balkans’ Hidden Gems Face Off;;diaspora
Split Tech City;;UC8lka4Cf-OTBvs7B53C3WpQ;;https://www.youtube.com/channel/UC8lka4Cf-OTBvs7B53C3WpQ;;1303;;Moving from USA to Croatia - Sara Dyson;;diaspora
Tado Juric - Migracije i demografija;;UCyXYNcDk0ACMHvcf0_voCqQ;;https://www.youtube.com/channel/UCyXYNcDk0ACMHvcf0_voCqQ;;2318;;Tado Jurić, Globalna Hrvatska, Hrvatska nastava u inozemstvu, HRT4;;diaspora
Borna Zuber;;UCfJAn7o4NNKT8cFNrIwWIaw;;https://www.youtube.com/channel/UCfJAn7o4NNKT8cFNrIwWIaw;;1096;;200.000 HRK Za Povratak u Hrvatsku;;diaspora
Brits in Bosnia;;UCd0PgnC0lW_IGs8a9TwiwDA;;https://www.youtube.com/channel/UCd0PgnC0lW_IGs8a9TwiwDA;;2053;;74: Living & working abroad in Split, Croatia - Everything we know so far;;diaspora
Kroatocentrik;;UC9gCPwIOHiC3sPbkodqKi2A;;https://www.youtube.com/channel/UC9gCPwIOHiC3sPbkodqKi2A;;1085;;JESU LI HRVATSKI I SRPSKI ISTI JEZIK - koja je razlika između hrvatskog i srpsko;;diaspora
Brooke Abroad;;UCjHtEqxwr-AVqedGGrS5Bfw;;https://www.youtube.com/channel/UCjHtEqxwr-AVqedGGrS5Bfw;;2843;;Living in Croatia vs Australia: Costs, Career Changes & Building a Business Abro;;diaspora
Marko Juras;;UCSrYC4Rdl2gbHaAdo-TxMxQ;;https://www.youtube.com/channel/UCSrYC4Rdl2gbHaAdo-TxMxQ;;352;;Iskustva mladih Hrvata u Kanadi epizoda 2 (Part 2) - Silvije iz Zagreba!;;diaspora
Oslobođenje;;UCmAoNqGvyPtP9hOAypvFzrg;;https://www.youtube.com/channel/UCmAoNqGvyPtP9hOAypvFzrg;;137;;Bh. iseljenici žele investirati u domovinu;;diaspora
Adventure Freaksss ;;UC0dRjLpXi4C8oti0Y9riUmg;;https://www.youtube.com/channel/UC0dRjLpXi4C8oti0Y9riUmg;;3309;;Can You Really Live in Croatia on $1,500 a Month?;;diaspora
LaudatoTV;;UCMNltXN6fWur0K8Z1oubFPA;;https://www.youtube.com/channel/UCMNltXN6fWur0K8Z1oubFPA;;3446;;IZDVOJENO - Povratak iseljeništva: stvarnost ili utopija?!;;diaspora
About Abroad;;UCF-2pSIK0iUOjXubJoLpJjQ;;https://www.youtube.com/channel/UCF-2pSIK0iUOjXubJoLpJjQ;;2269;;About Abroad | Life in Croatia with TedX Speaking Coach, Peter Hopwood;;diaspora
